OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,BsmtFinSF1,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,TotalSF,TotalBathrooms,Qual_High,Qual_Low,SalePrice
7,1200,Somerst,2004,2005,5,0,2,480,Detchd,RFn,2004.0,4,Gd,Gd,Gd,No,0,Npfireplace,3182,30.0,160,FV,2Story,172,1,1,1800,2.5,0,0,151000
7,2019,BrkSide,1910,1993,8,0,2,532,Detchd,Unf,1997.0,8,Gd,TA,Gd,No,0,Npfireplace,11414,60.0,70,RL,2Story,135,1,1,2747,1.0,0,0,167500
7,1840,CollgCr,2001,2001,5,666,2,622,Attchd,RFn,2001.0,6,Gd,Gd,Gd,No,0,Npfireplace,12420,79.0,60,RL,2Story,45,1,1,2784,2.5,0,0,230000
5,892,NAmes,1966,1966,5,340,1,264,Attchd,RFn,1966.0,5,TA,TA,TA,No,0,Npfireplace,9477,73.0,20,RL,1Story,0,1,1,1756,1.0,0,0,110000
6,1686,NWAmes,1980,1980,6,625,2,612,Attchd,Unf,1980.0,7,TA,TA,Gd,No,1,TA,10240,79.0,20,RL,1Story,131,1,1,3372,2.0,0,0,207500
5,1040,CollgCr,1996,1996,5,732,2,576,Detchd,Unf,2000.0,6,Gd,TA,Gd,No,0,Npfireplace,12464,82.0,20,RL,1Story,0,1,1,2080,1.0,0,0,152000
5,1155,Sawyer,1961,1995,7,899,2,576,Detchd,Unf,1987.0,6,Gd,TA,TA,Av,0,Npfireplace,11782,88.0,85,RL,SFoyer,0,1,1,2264,1.0,0,0,148000
5,1513,BrkSide,1920,2004,8,0,1,180,Detchd,Unf,1933.0,8,TA,TA,TA,Mn,0,Npfireplace,6120,51.0,70,RM,2Story,0,1,1,2452,1.5,0,0,137500
5,1964,SWISU,1911,1950,6,0,0,0,NoGarage,NoGarage,0.0,7,TA,TA,TA,Av,0,Npfireplace,8525,55.0,70,RH,2Story,192,0,1,2904,1.5,0,0,130000
8,1919,CollgCr,2006,2006,5,0,2,685,Attchd,RFn,2006.0,8,Gd,Gd,Gd,Av,1,Gd,15611,120.0,60,RL,2Story,51,1,1,2998,2.5,1,0,233230
4,990,CollgCr,1994,1995,5,588,0,0,NoGarage,NoGarage,0.0,5,TA,TA,Gd,No,0,Npfireplace,8070,60.0,20,RL,1Story,0,0,1,1980,1.0,0,1,123600
8,1456,Blmngtn,2003,2003,5,0,2,400,Attchd,Fin,2003.0,7,Gd,Gd,Gd,Gd,1,TA,3196,43.0,120,RL,1Story,20,1,1,2729,2.0,1,0,215000
7,1616,Somerst,2005,2005,5,0,3,834,Attchd,RFn,2005.0,7,Gd,Gd,Gd,Av,0,Npfireplace,8688,73.0,20,RL,1Story,59,1,1,3232,2.0,0,0,232000
5,1812,OldTown,1900,1996,9,0,2,672,Detchd,Unf,1999.0,8,Gd,TA,Gd,No,1,Po,7630,76.0,190,RM,2Story,0,1,1,2172,2.0,0,0,140000
5,1008,NAmes,1953,2006,7,643,1,240,Attchd,Unf,1953.0,6,Gd,TA,TA,No,0,Npfireplace,8923,66.0,20,RL,1Story,18,1,1,2016,1.0,0,0,134500
5,1687,Timber,1948,1950,5,353,2,572,Detchd,Unf,1966.0,7,TA,TA,TA,Av,2,TA,57200,72.0,20,RL,1Story,0,1,1,2434,1.0,0,0,160000
5,894,Sawyer,1974,1974,5,762,2,440,Attchd,Unf,1974.0,5,TA,TA,TA,No,1,Fa,13350,100.0,20,RL,1Story,0,1,1,1758,1.0,0,0,142500
7,1654,CollgCr,2002,2002,5,986,3,900,Attchd,Unf,2002.0,6,Gd,Gd,Gd,No,0,Npfireplace,8125,69.0,20,RL,1Story,136,1,1,3308,2.0,0,0,230000
6,1811,Crawfor,1956,2004,7,296,2,470,Attchd,Fin,1956.0,6,Ex,TA,TA,No,1,Gd,14115,90.0,20,RL,1Story,0,1,1,2884,1.0,0,0,230000
5,1126,NWAmes,1977,1977,6,767,2,540,Attchd,RFn,1977.0,6,Ex,TA,Gd,Av,0,Npfireplace,15611,80.0,20,RL,1Story,0,1,1,2252,2.0,0,0,175000
5,1392,Sawyer,1957,1996,6,1302,2,528,Detchd,Unf,1957.0,5,TA,TA,Gd,No,1,Gd,11341,70.0,20,RL,1Story,0,1,1,2784,1.5,0,0,121500
6,1792,Gilbert,2000,2000,5,0,2,451,Attchd,Fin,2000.0,8,TA,TA,Gd,No,1,TA,10261,93.0,60,RL,2Story,0,1,1,2728,2.5,0,0,186500
5,864,CollgCr,1972,1972,7,360,1,288,Attchd,RFn,1972.0,5,TA,TA,TA,Mn,0,Npfireplace,9560,120.0,20,RL,1Story,0,1,1,1728,1.0,0,0,128500
4,1192,NAmes,1949,1950,4,0,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,0,Npfireplace,10800,60.0,50,RL,1.5Fin,0,0,1,1912,1.5,0,1,135000
9,1684,NridgHt,2005,2005,5,28,2,564,Attchd,RFn,2005.0,6,Ex,Ex,Ex,No,1,Ex,8849,63.0,120,RL,1Story,72,1,1,3368,2.0,1,0,266000
8,1624,NoRidge,1994,1995,5,1456,3,757,Attchd,RFn,1994.0,5,Gd,Gd,Gd,No,1,Fa,12461,89.0,20,RL,1Story,114,1,1,3248,2.0,1,0,262000
8,2132,SawyerW,1983,2009,8,1441,2,612,BuiltIn,Fin,1983.0,5,Gd,Gd,Gd,Gd,1,Gd,12327,79.0,50,RL,1.5Fin,40,1,1,3628,1.5,1,0,316600
5,2274,NAmes,1960,1960,5,443,2,480,Detchd,Unf,1960.0,12,TA,TA,TA,No,0,Npfireplace,11600,80.0,90,RL,2Story,0,1,1,3379,2.0,0,0,154300
5,924,NAmes,1949,2006,7,0,2,576,Detchd,Unf,2003.0,6,TA,TA,TA,Mn,1,Po,8064,60.0,50,RL,1.5Fin,0,1,1,1596,1.0,0,0,122900
6,1382,NAmes,1962,1962,5,672,2,884,Attchd,Unf,1991.0,6,TA,TA,TA,Gd,1,TA,19296,120.0,80,RL,SLvl,0,1,1,2744,1.0,0,0,176000
5,902,Mitchel,1983,1983,5,301,2,484,Attchd,Unf,1983.0,5,TA,TA,Gd,Av,0,Npfireplace,8885,75.5,20,RL,1Story,0,1,1,1766,1.0,0,0,131000
7,1484,CollgCr,2004,2005,5,712,2,606,Attchd,RFn,2004.0,7,Gd,Gd,Gd,Av,0,Npfireplace,8400,70.0,20,RL,1Story,35,1,1,2957,2.0,0,0,213000
7,2062,SawyerW,1988,1989,5,1065,2,454,Attchd,Fin,1988.0,7,TA,Gd,Gd,Gd,1,Gd,14364,68.0,60,RL,2Story,55,1,1,3219,2.5,0,0,277000
6,1072,Edwards,2005,2005,5,459,2,525,Basment,RFn,2005.0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SLvl,28,1,1,1619,1.0,0,0,148000
5,1656,NWAmes,1973,1973,5,0,2,506,Detchd,Unf,1973.0,8,TA,TA,TA,No,0,Npfireplace,9246,87.0,90,RL,1Story,211,1,1,3312,2.0,0,0,135000
6,1216,Mitchel,1998,1998,5,897,2,402,Attchd,Unf,1998.0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,125,1,1,2432,2.0,0,0,164000
8,1694,NridgHt,2007,2007,5,0,3,818,Attchd,Fin,2007.0,7,Gd,Ex,Ex,No,0,Npfireplace,12030,93.0,20,RL,1Story,228,1,1,3388,2.0,1,0,318000
10,2945,StoneBr,2006,2006,5,0,3,641,BuiltIn,Fin,2006.0,10,Gd,Ex,Ex,Gd,1,Gd,13682,66.0,60,RL,2Story,0,1,1,4355,3.5,1,0,438780
5,1320,Sawyer,1966,1966,6,328,2,564,Attchd,RFn,1966.0,6,TA,TA,TA,Av,2,Fa,11777,96.0,80,RL,SLvl,68,1,1,2484,1.0,0,0,164500
8,2028,Timber,2005,2006,5,1460,3,880,Attchd,RFn,2005.0,7,Gd,Gd,Ex,Gd,2,Gd,11443,88.0,20,RL,1Story,66,1,1,3896,2.0,1,0,369900
7,1922,Edwards,2003,2003,5,0,2,672,BuiltIn,RFn,2003.0,7,Gd,Gd,NoBasement,NoBasement,1,Ex,7301,64.0,85,RL,SFoyer,0,1,0,1922,3.0,0,0,198500
8,2531,NoRidge,1995,1995,5,56,3,752,Attchd,RFn,1995.0,9,Gd,Gd,Gd,Av,1,TA,12257,65.0,60,RL,2Story,98,1,1,3849,2.5,1,0,290000
5,1060,MeadowV,1976,1976,7,840,2,572,Attchd,Unf,1976.0,6,TA,TA,Gd,No,1,TA,4224,44.0,120,RM,1Story,110,1,1,2100,1.0,0,0,129900
5,789,OldTown,1948,1950,5,104,1,250,Detchd,Unf,1948.0,5,TA,TA,TA,No,0,Npfireplace,6000,50.0,20,RM,1Story,0,1,1,1578,1.0,0,0,115000
5,1002,NAmes,1970,1970,6,828,2,902,Detchd,Unf,1973.0,5,TA,TA,TA,No,0,Npfireplace,8750,73.0,20,RL,1Story,0,1,1,2004,1.0,0,0,148500
5,860,Sawyer,1982,1982,6,672,2,528,Detchd,Unf,1996.0,4,TA,TA,TA,Av,0,Npfireplace,8740,74.0,85,RL,SFoyer,0,1,1,1700,1.0,0,0,137000
6,1471,Somerst,1999,1999,5,381,2,440,Detchd,Unf,1999.0,6,TA,TA,Gd,No,0,Npfireplace,3230,34.0,160,FV,2Story,24,1,1,2200,2.5,0,0,172500
9,1709,Somerst,1999,2000,5,1238,2,506,Attchd,Fin,1999.0,5,Gd,Gd,Ex,Av,1,TA,5119,50.0,120,FV,1Story,65,1,1,3407,2.0,1,0,328900
6,1291,ClearCr,1996,1997,5,1003,2,431,Attchd,Unf,1996.0,6,Gd,TA,Gd,Mn,1,Gd,2887,80.0,120,RL,1Story,0,1,1,2582,1.0,0,0,173000
8,2872,NoRidge,1992,2000,5,700,2,541,Attchd,Fin,1992.0,9,Gd,Gd,Gd,No,1,TA,10678,85.0,50,RL,1.5Fin,33,1,1,4555,2.5,1,0,285000
6,1657,NAmes,1970,1970,3,1237,2,484,Attchd,Unf,1970.0,7,TA,TA,Gd,No,1,TA,12155,73.0,20,RL,1Story,0,1,1,3314,2.0,0,0,163500
5,1647,Crawfor,1977,1977,6,1283,2,621,Attchd,Fin,1977.0,7,Gd,TA,Gd,Mn,1,TA,12984,80.0,20,RL,1Story,0,1,1,3077,2.0,0,0,217500
7,3493,OldTown,1880,2002,9,0,3,870,Attchd,Unf,2003.0,10,Gd,TA,TA,No,1,Ex,18386,87.0,75,RM,2.5Fin,0,1,1,4963,3.0,0,0,295000
7,999,NAmes,1961,2007,9,867,2,588,Attchd,RFn,1961.0,6,Ex,Ex,TA,Av,0,Npfireplace,12122,73.0,85,RL,SFoyer,76,1,1,1943,1.0,0,0,178400
5,996,Edwards,1940,1969,6,290,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,1,Gd,13907,63.0,30,RL,1Story,0,0,1,1992,1.0,0,0,108000
7,1552,CollgCr,2005,2006,5,24,3,782,Attchd,RFn,2005.0,7,Gd,Gd,Gd,Av,0,Npfireplace,10084,84.0,20,RL,1Story,20,1,1,3104,2.0,0,0,212900
6,1054,NAmes,1969,1969,8,602,2,460,Attchd,Unf,1969.0,6,TA,TA,Gd,No,0,Npfireplace,9750,65.0,20,RL,1Story,0,1,1,2108,1.5,0,0,151000
5,1437,Sawyer,1956,1987,6,988,2,576,Detchd,Unf,1999.0,6,TA,TA,TA,No,1,TA,14175,70.0,20,RL,1Story,0,1,1,2625,1.5,0,0,168000
5,894,CollgCr,1976,1976,6,182,1,308,Attchd,Unf,1976.0,5,TA,TA,TA,Av,0,Npfireplace,10650,75.0,20,RL,1Story,0,1,1,1788,1.0,0,0,128200
6,1103,OldTown,1925,1980,6,397,2,440,Detchd,Unf,1976.0,5,Gd,TA,TA,No,1,Gd,6000,50.0,30,RM,1Story,120,1,1,2206,1.0,0,0,110500
7,1726,Somerst,2007,2007,5,1126,3,786,Attchd,Fin,2007.0,8,Ex,Ex,Ex,No,1,Gd,9416,79.0,20,RL,1Story,138,1,1,3452,2.0,0,0,311872
7,1490,Gilbert,2004,2005,5,724,2,388,Attchd,Fin,2004.0,8,Gd,Gd,Gd,Av,1,Gd,15384,60.0,60,RL,2Story,75,1,1,2278,2.5,0,0,184000
6,1337,Mitchel,1998,1998,5,1201,2,405,Attchd,Fin,1998.0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,199,1,1,2574,2.0,0,0,153500
6,848,CollgCr,2003,2004,5,685,2,420,Attchd,Fin,2003.0,4,Gd,Gd,Gd,Av,0,Npfireplace,4435,69.0,120,RM,1Story,0,1,1,1696,1.0,0,0,144000
5,698,Edwards,1947,2008,9,0,0,0,NoGarage,NoGarage,0.0,4,TA,TA,TA,No,0,Npfireplace,9405,50.0,20,RL,1Story,200,0,1,1396,1.0,0,0,118000
7,1430,Gilbert,2000,2000,5,250,2,400,BuiltIn,Fin,2000.0,7,TA,TA,Gd,No,1,TA,7750,65.0,80,RL,SLvl,0,1,1,1814,2.5,0,0,180000
7,1689,Somerst,2007,2007,6,0,3,954,Attchd,RFn,2007.0,7,Gd,Gd,Gd,Av,0,Npfireplace,9849,83.0,20,RL,1Story,56,1,1,3378,2.0,0,0,248328
7,1728,CollgCr,2004,2004,5,0,2,572,Attchd,RFn,2004.0,7,Gd,Gd,Gd,No,0,Npfireplace,9313,65.0,60,RL,2Story,56,1,1,2592,2.5,0,0,190000
8,1660,Somerst,2006,2006,5,1220,2,500,Attchd,RFn,2006.0,8,Gd,Gd,Ex,Mn,1,Gd,10182,85.0,20,RL,1Story,50,1,1,3320,2.0,1,0,290000
8,1908,Timber,2002,2002,5,0,2,431,Attchd,Fin,2002.0,9,Gd,Gd,Gd,No,0,Npfireplace,14191,85.0,60,RL,2Story,0,1,1,2875,2.5,1,0,202900
7,2110,NAmes,1968,1968,5,1065,2,522,Attchd,Fin,1968.0,8,Ex,Gd,TA,No,2,TA,11160,93.0,20,RL,1Story,0,1,1,4220,2.5,0,0,244000
3,864,Edwards,1914,1950,3,41,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,8248,45.0,30,RL,1Story,0,0,1,1728,1.0,0,1,67000
5,1869,OldTown,1890,1996,6,1088,2,456,Detchd,Unf,1963.0,7,TA,TA,TA,No,0,Npfireplace,8820,98.0,50,RM,1.5Fin,0,1,1,2837,1.0,0,0,124900
6,1577,BrkSide,1939,1950,5,0,1,312,Detchd,Unf,1939.0,6,Fa,TA,TA,No,1,Gd,6435,65.0,50,RL,1.5Fin,0,1,1,2549,1.0,0,0,140200
6,1208,Veenker,1977,1977,6,767,2,546,Attchd,RFn,1977.0,6,TA,Gd,Gd,No,1,TA,11250,68.0,20,RL,1Story,42,1,1,2416,1.5,0,0,165000
5,1040,Sawyer,1963,1963,5,824,1,308,Attchd,Fin,1963.0,5,TA,TA,TA,No,0,Npfireplace,7500,75.0,20,RL,1Story,0,1,1,2080,1.5,0,0,133000
6,1501,Gilbert,1993,1994,5,518,2,420,Attchd,Fin,1993.0,6,Gd,TA,Gd,No,1,TA,7685,65.0,60,RL,2Story,63,1,1,2198,2.5,0,0,165600
5,630,MeadowV,1970,1970,7,553,0,0,NoGarage,NoGarage,0.0,3,Ex,TA,Gd,Av,0,Npfireplace,1533,21.0,180,RM,SFoyer,0,0,1,1260,1.0,0,0,92000
5,1164,Edwards,1950,1950,5,1040,1,240,Detchd,Unf,1950.0,5,TA,TA,TA,No,0,Npfireplace,10880,68.0,190,RL,1Story,48,1,1,2328,1.0,0,0,125000
6,1839,Crawfor,1957,2004,7,1186,2,416,Attchd,Fin,1957.0,7,Gd,TA,TA,No,2,TA,14442,110.0,20,RL,1Story,87,1,1,3316,2.0,0,0,257500
5,1144,NAmes,1959,1959,6,748,1,796,Attchd,RFn,1959.0,6,TA,TA,TA,Av,1,TA,8163,70.0,80,RL,SLvl,0,1,1,2288,1.0,0,0,143000
8,1629,Timber,2002,2003,5,1300,3,808,Attchd,Fin,2002.0,9,Gd,Gd,Gd,Av,1,Gd,14536,85.0,20,RL,1Story,252,1,1,3245,2.0,1,0,270000
7,1301,Somerst,2006,2006,5,0,2,572,Attchd,RFn,2006.0,5,Gd,Gd,Gd,No,1,Gd,7200,60.0,20,FV,1Story,121,1,1,2594,2.0,0,0,187750
4,1224,NAmes,1962,1962,5,0,2,462,CarPort,Unf,1962.0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,9842,70.0,90,RL,1Story,0,1,0,1224,2.0,0,1,101800
5,1216,NAmes,1947,1950,5,442,1,336,Detchd,Unf,1947.0,6,TA,TA,TA,No,0,Npfireplace,8480,80.0,50,RL,1.5Fin,0,1,1,2048,1.0,0,0,118500
5,990,CollgCr,1994,1995,5,746,2,480,Detchd,Unf,2000.0,5,TA,TA,Gd,No,0,Npfireplace,8072,60.0,20,RL,1Story,64,1,1,1980,1.0,0,0,138000
6,1494,Crawfor,1942,1950,7,547,1,213,Attchd,Unf,1942.0,7,Gd,TA,TA,No,2,Gd,7500,66.0,70,RL,2Story,0,1,1,2265,1.0,0,0,177500
5,1178,NWAmes,1973,2000,6,1084,2,439,Attchd,Unf,1973.0,5,Gd,TA,Gd,No,1,Fa,10000,80.0,20,RL,1Story,0,1,1,2354,1.5,0,0,157000
7,2291,Gilbert,1999,1999,5,0,2,429,BuiltIn,Fin,1999.0,8,Gd,Gd,Gd,No,1,TA,8738,66.0,60,RL,2Story,0,1,1,3266,2.5,0,0,230000
7,1902,Crawfor,1959,2002,8,1406,2,567,Attchd,Fin,1959.0,7,Ex,Gd,Gd,Av,2,TA,17500,100.0,20,RL,1Story,207,1,1,3804,2.0,0,0,335000
5,1052,NAmes,1968,1968,5,1016,1,288,Attchd,RFn,1968.0,5,TA,TA,TA,Av,0,Npfireplace,8400,70.0,20,RL,1Story,0,1,1,2104,1.5,0,0,138500
6,1632,NWAmes,1966,2000,8,400,2,484,Attchd,Unf,1966.0,7,Gd,TA,TA,No,0,Npfireplace,9130,80.0,60,RL,2Story,40,1,1,2432,1.5,0,0,173000
6,2624,Crawfor,1918,1950,6,1128,3,864,Detchd,Unf,1918.0,10,TA,TA,Gd,No,1,Gd,22420,86.0,70,RL,2Story,0,1,1,3994,2.5,0,0,239000
7,1250,Somerst,2006,2007,5,0,2,625,Detchd,Fin,2006.0,5,Gd,Gd,Gd,No,0,Npfireplace,4017,35.0,160,FV,2Story,54,1,1,1875,2.5,0,0,171900
6,1560,Gilbert,2005,2005,5,0,2,400,BuiltIn,Fin,2005.0,6,Gd,Gd,Gd,Av,1,Gd,11911,122.0,60,RL,2Story,38,1,1,2244,2.5,0,0,174000
7,2784,NWAmes,1978,1978,5,790,2,564,Attchd,RFn,1978.0,12,Gd,TA,Gd,No,2,TA,16692,80.0,60,RL,2Story,112,1,1,4176,3.5,0,0,250000
6,1511,Gilbert,1997,1997,5,714,2,413,Attchd,Fin,1997.0,8,TA,TA,Gd,Av,1,TA,11207,70.0,60,RL,2Story,75,1,1,2313,2.5,0,0,185000
4,720,IDOTRR,1920,1950,5,495,0,0,NoGarage,NoGarage,0.0,4,TA,TA,TA,No,0,Npfireplace,7879,60.0,30,C (all),1Story,523,0,1,1440,1.0,0,1,34900
6,913,Sawyer,1966,1966,5,187,1,240,Detchd,Unf,1990.0,6,TA,TA,TA,Gd,0,Npfireplace,8400,70.0,85,RL,SFoyer,0,1,1,1727,1.0,0,0,129000
6,1394,NAmes,1963,1963,5,609,2,514,Attchd,RFn,1963.0,6,TA,TA,Gd,No,2,Gd,9500,73.0,20,RL,1Story,76,1,1,2788,1.5,0,0,159000
4,1324,BrkSide,1936,1950,6,672,1,240,Detchd,Unf,1936.0,6,TA,TA,TA,No,0,Npfireplace,6000,50.0,50,RM,1.5Fin,0,1,1,1996,1.0,0,1,128000
6,1054,NAmes,1963,1963,7,763,2,480,Attchd,RFn,1963.0,6,Gd,TA,TA,Gd,0,Npfireplace,8800,80.0,85,RL,SFoyer,0,1,1,1990,1.0,0,0,137500
8,1419,Gilbert,2002,2002,5,353,2,527,BuiltIn,Fin,2002.0,7,Gd,Gd,Gd,No,1,TA,7750,65.0,80,RL,SLvl,0,1,1,1827,2.5,1,0,184100
6,2267,Gilbert,2002,2002,5,0,2,390,BuiltIn,RFn,2002.0,8,Gd,Gd,Gd,No,1,TA,8068,65.0,60,RL,2Story,46,1,1,3277,2.5,0,0,200000
6,2259,Crawfor,1953,1953,5,35,2,450,Basment,Unf,1953.0,7,Gd,TA,Gd,Mn,2,Gd,21000,66.0,20,RL,1Story,120,1,1,4068,2.0,0,0,217000
7,2183,NWAmes,1988,1988,5,1002,3,786,Attchd,Unf,1988.0,9,Gd,Gd,Gd,No,0,Npfireplace,13837,80.0,50,RL,1.5Fin,0,1,1,3387,2.5,0,0,229000
5,1092,NAmes,1957,1957,5,895,1,299,Attchd,Fin,1957.0,6,TA,TA,TA,No,1,TA,14850,69.0,20,RL,1Story,0,1,1,2184,1.0,0,0,141000
6,1651,Timber,1986,1986,5,1398,2,616,Attchd,Fin,1986.0,7,TA,TA,Gd,No,1,TA,12416,47.0,20,RL,1Story,0,1,1,3257,2.0,0,0,184000
5,1904,NAmes,1950,1982,4,180,1,240,Attchd,Unf,1950.0,7,TA,TA,TA,No,0,Npfireplace,7200,60.0,50,RL,1.5Fin,0,1,1,3112,1.5,0,0,138000
5,803,IDOTRR,1941,1950,6,116,2,360,Detchd,Unf,1941.0,5,TA,TA,TA,Av,0,Npfireplace,5000,50.0,45,RM,1.5Unf,0,1,1,1523,1.0,0,0,87000
5,1006,Sawyer,1959,1959,3,288,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,9000,70.0,20,RL,1Story,24,0,1,2012,1.0,0,0,80000
6,1158,BrkSide,1929,1950,7,0,1,208,BuiltIn,RFn,1929.0,5,TA,TA,TA,No,1,Gd,6000,50.0,50,RM,1.5Fin,0,1,1,2020,1.0,0,0,120000
7,2236,Gilbert,1997,1997,5,0,2,642,BuiltIn,Fin,1997.0,8,Gd,TA,Gd,No,1,TA,13006,65.0,60,RL,2Story,0,1,1,3200,2.5,0,0,222000
6,1734,NAmes,1962,1981,7,600,2,440,Attchd,RFn,1962.0,7,Gd,TA,TA,No,1,Gd,9786,77.0,50,RL,1.5Fin,0,1,1,2646,1.5,0,0,159000
7,1640,CollgCr,2003,2003,5,0,2,595,Attchd,RFn,2003.0,6,Gd,Gd,Gd,No,0,Npfireplace,7226,72.0,60,RL,2Story,45,1,1,2438,2.5,0,0,183000
7,1212,CollgCr,2001,2001,5,0,2,573,Attchd,RFn,2001.0,6,Gd,Gd,Gd,No,0,Npfireplace,9100,70.0,20,RL,1Story,0,1,1,2424,2.0,0,0,178000
4,1258,Sawyer,1969,1969,4,1198,2,400,CarPort,Unf,1969.0,6,TA,TA,Gd,Av,0,Npfireplace,12900,60.0,90,RL,SFoyer,0,1,1,2456,1.0,0,1,108959
5,1228,Sawyer,1966,2006,6,0,1,271,Attchd,Unf,1966.0,6,Gd,TA,TA,No,0,Npfireplace,8544,70.0,20,RL,1Story,65,1,1,2456,1.5,0,0,149350
5,980,Sawyer,1977,1977,6,560,2,484,Detchd,Unf,1986.0,6,TA,TA,TA,No,0,Npfireplace,7064,71.0,20,RL,1Story,0,1,1,1960,1.0,0,0,135000
5,864,Edwards,1925,1950,6,468,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,5604,67.0,30,RL,1Story,0,0,1,1728,1.0,0,0,98000
5,1968,Mitchel,1969,1969,4,562,2,530,Attchd,RFn,1969.0,7,TA,TA,TA,Av,1,Po,11075,75.5,60,RL,2Story,189,1,1,2752,2.5,0,0,172000
7,1550,Somerst,2006,2007,5,812,2,438,Attchd,Fin,2007.0,7,Gd,Gd,Gd,No,0,Npfireplace,8125,65.0,60,FV,2Story,168,1,1,2642,2.0,0,0,241000
9,1506,Somerst,2008,2008,5,0,2,592,Attchd,Fin,2008.0,6,Ex,Gd,Gd,No,1,Gd,14587,75.0,20,RL,1Story,174,1,1,3004,2.0,1,0,264132
1,904,Edwards,1922,1950,1,350,0,0,NoGarage,NoGarage,0.0,4,Fa,Fa,Fa,Gd,0,Npfireplace,10020,67.0,30,RL,1Story,0,0,1,1587,0.5,0,1,61000
7,1358,NridgHt,2004,2004,5,720,2,484,Attchd,RFn,2004.0,6,Gd,Gd,Gd,Av,1,Gd,8198,59.0,120,RM,1Story,30,1,1,2716,2.0,0,0,207000
5,1224,SawyerW,1979,1979,5,1086,2,528,Detchd,Unf,1979.0,6,TA,TA,Gd,Av,2,TA,7018,64.0,90,RL,SFoyer,0,1,1,2310,1.0,0,0,153337
6,1194,NAmes,1959,1959,6,655,2,539,BuiltIn,Fin,1954.0,6,TA,TA,TA,Mn,1,Fa,8910,79.0,20,RL,1Story,0,1,1,1849,1.0,0,0,159500
6,1647,Gilbert,1999,2000,5,0,2,460,Attchd,RFn,1999.0,7,TA,TA,Gd,No,1,TA,7917,62.0,60,RL,2Story,40,1,1,2600,2.5,0,0,175000
7,2097,SawyerW,1993,1993,5,50,3,678,Attchd,Unf,1993.0,9,Gd,Gd,Gd,No,1,TA,11228,59.0,60,RL,2Story,187,1,1,3177,2.5,0,0,228000
8,2090,CollgCr,1995,1996,5,1079,2,556,Attchd,RFn,1995.0,8,Gd,Gd,Gd,No,1,TA,10000,80.0,60,RL,2Story,65,1,1,3310,2.5,1,0,240000
5,1065,NAmes,1960,1960,5,0,2,461,Detchd,Unf,1974.0,6,TA,TA,TA,No,0,Npfireplace,8892,80.0,20,RL,1Story,0,1,1,2130,1.5,0,0,126500
4,1452,OldTown,1920,2008,5,0,0,0,NoGarage,NoGarage,0.0,8,TA,TA,TA,No,0,Npfireplace,4456,33.0,190,RM,2Story,0,0,1,2188,2.0,0,1,113000
6,1096,Edwards,1924,1950,5,0,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,9600,60.0,50,RL,1.5Fin,8,0,1,1668,1.0,0,0,79000
8,1924,NoRidge,1998,1998,5,956,2,592,Attchd,RFn,1998.0,7,Gd,Gd,Gd,Av,1,TA,12011,78.0,60,RL,2Story,75,1,1,3010,2.5,1,0,280000
8,1836,NridgHt,2004,2005,5,1039,3,862,Attchd,Fin,2004.0,7,Gd,Gd,Ex,Mn,1,Gd,11362,107.0,20,RL,1Story,185,1,1,3672,2.0,1,0,280000
7,1221,Somerst,2004,2005,5,410,2,400,Attchd,RFn,2004.0,6,Gd,Gd,Gd,No,0,Npfireplace,7500,62.0,20,FV,1Story,113,1,1,2442,2.0,0,0,185000
5,1928,SWISU,1916,1995,8,0,0,0,NoGarage,NoGarage,0.0,10,TA,TA,TA,Mn,0,Npfireplace,7082,60.0,190,RH,2Story,0,0,1,2614,2.0,0,0,160000
6,1573,Somerst,2000,2000,5,378,2,440,Detchd,Unf,2000.0,5,Gd,Gd,Gd,No,0,Npfireplace,2117,72.0,160,FV,2Story,32,1,1,2329,2.5,0,0,177500
6,1352,Sawyer,1969,1969,7,371,1,299,Attchd,Fin,1969.0,7,TA,TA,TA,No,0,Npfireplace,9364,80.0,60,RL,2Story,36,1,1,2015,1.5,0,0,158000
6,1440,NWAmes,1981,1981,7,678,2,467,Attchd,Fin,1981.0,7,Gd,Gd,Gd,No,1,TA,12546,80.0,20,RL,1Story,0,1,1,2880,2.0,0,0,182900
