OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,SalePrice
6,1512,Somerst,2000,2000,5,756,420,756,756,2,440,Detchd,Unf,2000.0,2,1,4,Gd,Gd,Gd,No,1,TA,2117,72.0,160,FV,2Story,32,168500
5,816,Mitchel,1982,2003,8,816,816,816,0,2,816,Detchd,Fin,1985.0,1,0,4,TA,TA,TA,No,0,Npfireplace,6600,60.0,20,RL,1Story,0,138000
8,1554,NridgHt,2006,2006,5,1554,24,1554,0,2,627,Attchd,RFn,2006.0,2,0,6,Gd,Gd,Gd,Mn,1,Gd,4590,34.0,120,RL,1Story,73,209500
7,1947,Somerst,2004,2005,5,991,222,991,956,2,678,Attchd,RFn,2004.0,2,1,8,Gd,Gd,Gd,No,1,Gd,12552,100.0,60,FV,2Story,136,254900
6,1991,Crawfor,1932,1950,7,854,297,1096,895,2,432,Detchd,Unf,1977.0,1,1,7,TA,TA,TA,Mn,1,Gd,11275,66.0,50,RL,1.5Fin,0,220000
7,1166,Gilbert,2005,2005,5,856,655,1166,0,2,400,Attchd,Fin,2005.0,2,0,5,Gd,Gd,Gd,Gd,0,Npfireplace,9587,59.0,80,RL,SLvl,0,190000
7,1253,Gilbert,1995,1996,5,1237,0,1253,0,2,402,Attchd,Fin,1995.0,2,0,6,TA,TA,Gd,No,1,TA,7875,63.0,20,RL,1Story,21,176000
6,1578,NAmes,1941,1950,7,806,403,958,620,1,240,Attchd,Unf,1941.0,1,0,5,Fa,TA,TA,No,2,TA,9490,79.0,50,RL,1.5Fin,0,133000
6,1328,NWAmes,1963,1963,5,1328,569,1328,0,2,528,Attchd,Unf,1963.0,1,1,6,TA,TA,TA,No,2,Gd,9790,80.0,20,RL,1Story,26,143000
10,5642,Edwards,2008,2008,5,6110,5644,4692,950,2,1418,Attchd,Fin,2008.0,2,1,12,Ex,Ex,Ex,Gd,3,Gd,63887,313.0,60,RL,2Story,292,160000
5,1040,NAmes,1959,1959,5,1040,369,1040,0,1,286,Attchd,RFn,1959.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7560,70.0,20,RL,1Story,0,133700
4,864,NAmes,1972,1972,5,864,600,864,0,2,576,Detchd,Unf,1980.0,1,0,5,TA,TA,TA,No,0,Npfireplace,12735,73.0,20,RL,1Story,0,111250
6,1674,Edwards,1918,1950,7,1163,0,1163,511,2,396,Detchd,Fin,1955.0,2,0,8,TA,TA,Gd,Mn,1,Gd,21780,66.0,50,RL,1.5Fin,36,185000
5,2008,Edwards,1948,2002,8,896,603,1112,896,1,230,Attchd,Unf,1948.0,3,0,8,Ex,TA,TA,No,0,Npfireplace,7800,78.0,20,RL,2Story,0,225000
5,1134,NAmes,1960,2002,7,1010,588,1134,0,1,254,Attchd,RFn,1960.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7000,70.0,20,RL,1Story,16,135000
7,2196,SawyerW,1990,1991,7,2158,485,2196,0,3,701,Attchd,RFn,1990.0,2,0,7,Gd,Gd,Gd,Mn,1,TA,14684,90.0,20,RL,1Story,70,271900
6,1034,Mitchel,1976,1976,5,1012,539,1034,0,3,888,Attchd,Unf,1976.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,12328,75.5,80,RL,SLvl,0,169900
6,1196,Edwards,1920,2000,8,684,0,684,512,2,528,Detchd,Unf,2005.0,1,0,7,Gd,TA,TA,Mn,0,Npfireplace,12354,67.0,50,RL,1.5Fin,46,110000
7,1826,OldTown,1915,2005,8,910,299,916,910,1,164,Attchd,Unf,1915.0,1,1,7,Ex,Gd,TA,No,1,Gd,2500,50.0,70,RM,2Story,0,155000
7,1588,CollgCr,1999,1999,5,1588,1162,1588,0,2,472,Attchd,RFn,1999.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,10264,78.0,20,RL,1Story,29,214000
5,1302,BrDale,1970,1970,5,630,0,630,672,2,440,Detchd,Unf,1970.0,2,1,6,TA,TA,TA,No,0,Npfireplace,2016,24.0,160,RM,2Story,0,106000
7,2514,Timber,1990,1991,5,1216,1216,1298,1216,2,693,Attchd,Fin,1990.0,2,1,8,TA,TA,Gd,No,0,Npfireplace,11170,72.0,60,RL,2Story,0,250000
7,1414,Blmngtn,2004,2004,5,1375,0,1414,0,2,398,Attchd,Fin,2004.0,2,0,6,Gd,Gd,Gd,No,1,TA,3072,43.0,120,RM,1Story,20,178740
3,944,Edwards,1952,1952,3,0,0,944,0,2,528,Detchd,Unf,1956.0,1,0,4,Fa,TA,NoBasement,NoBasement,0,Npfireplace,10206,74.0,20,RL,1Story,0,82000
5,1056,Gilbert,1955,1955,5,1056,1056,1056,0,2,572,Attchd,Fin,1955.0,1,0,5,TA,TA,TA,Mn,0,Npfireplace,34650,100.0,190,RL,1Story,0,145000
5,900,NAmes,1967,1967,5,864,769,900,0,1,288,Attchd,RFn,1967.0,1,0,6,TA,TA,TA,Av,1,Po,7838,68.0,85,RL,SFoyer,144,123000
5,904,Sawyer,1966,1966,7,876,0,904,0,1,408,Attchd,Unf,1966.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7162,70.0,20,RL,1Story,0,109900
5,1040,NAmes,1950,1950,7,0,0,1040,0,2,625,Detchd,Unf,1950.0,1,0,5,TA,TA,NoBasement,NoBasement,0,Npfireplace,7200,60.0,20,RL,1Story,0,109500
10,2296,NridgHt,2008,2008,5,1722,1338,1728,568,3,842,BuiltIn,RFn,2008.0,2,1,10,Ex,Ex,Ex,Gd,1,Gd,13478,97.0,60,RL,2Story,274,451950
2,438,SWISU,1920,1950,5,290,290,438,0,1,246,Detchd,Unf,1930.0,1,0,3,Fa,TA,TA,No,0,Npfireplace,8400,60.0,30,RL,1Story,0,60000
6,1376,IDOTRR,1937,1950,6,780,0,780,596,1,198,Detchd,Unf,1937.0,2,0,7,TA,TA,TA,No,1,Gd,8600,50.0,50,RM,1.5Fin,0,119500
6,1724,NWAmes,1967,1976,5,1680,528,1724,0,2,480,Attchd,RFn,1967.0,1,1,7,TA,TA,Gd,Av,1,Gd,17871,80.0,80,RL,SLvl,0,197900
5,816,NAmes,1957,1957,7,816,708,816,0,1,308,Detchd,Unf,1957.0,1,0,5,TA,TA,TA,No,0,Npfireplace,7100,73.0,20,RL,1Story,0,129900
5,886,OldTown,1938,1996,8,190,0,886,0,1,273,Attchd,Unf,1938.0,1,0,4,TA,TA,Fa,No,0,Npfireplace,5784,50.0,30,RM,1Story,20,91300
6,1961,Mitchel,2001,2002,5,804,690,804,1157,2,560,BuiltIn,Fin,2001.0,2,1,7,Gd,TA,Ex,No,1,TA,12209,71.0,60,RL,2Story,192,215000
5,1020,Sawyer,1875,1996,8,780,0,780,240,0,0,NoGarage,NoGarage,0.0,1,0,6,TA,TA,TA,No,0,Npfireplace,6342,54.0,50,RL,1.5Fin,0,94000
6,1165,NAmes,1966,1966,7,1127,312,1165,0,2,490,Attchd,RFn,1966.0,1,1,6,TA,TA,TA,Gd,0,Npfireplace,9020,82.0,80,RL,SLvl,129,174900
7,1524,ClearCr,1979,1979,6,1332,1258,1332,192,2,586,Attchd,Fin,1979.0,0,1,4,Gd,Gd,Gd,Gd,1,TA,23595,80.0,40,RL,1Story,0,260000
8,1718,CollgCr,2007,2008,5,1705,1288,1718,0,3,826,Attchd,RFn,2007.0,2,0,7,Gd,Gd,Ex,Gd,1,Gd,10637,79.0,20,RL,1Story,44,297000
7,1405,NridgHt,2003,2003,5,1405,0,1405,0,2,478,Attchd,RFn,2003.0,2,0,6,Gd,Gd,Gd,No,1,Gd,3136,90.0,120,RL,1Story,36,171750
4,1126,Edwards,1949,2003,5,0,0,1126,0,2,520,Detchd,Fin,2002.0,2,0,5,Gd,TA,NoBasement,NoBasement,0,Npfireplace,8777,67.0,20,RL,1Story,96,108000
9,1850,NridgHt,2004,2005,5,1833,1261,1850,0,3,772,Attchd,Fin,2004.0,2,0,8,Gd,Gd,Ex,Gd,1,Gd,16033,98.0,20,RL,1Story,112,326000
4,1344,MeadowV,1970,2008,6,546,0,798,546,0,0,NoGarage,NoGarage,0.0,1,1,6,TA,TA,TA,No,1,TA,1533,21.0,160,RM,2Story,0,97000
9,1944,NridgHt,2003,2004,5,1896,1274,1944,0,3,708,Attchd,Fin,2003.0,2,0,8,Ex,Gd,Ex,Gd,3,Ex,12378,90.0,20,RL,1Story,175,360000
5,864,Sawyer,1965,1965,5,864,553,864,0,1,360,Detchd,Unf,1965.0,1,0,5,TA,TA,TA,No,1,Po,8281,60.0,20,RL,1Story,0,62383
5,1520,SWISU,1932,2000,5,793,182,848,672,1,281,Detchd,Unf,1968.0,1,0,6,TA,TA,TA,No,0,Npfireplace,4500,55.0,50,RH,1.5Fin,0,159434
5,2372,OldTown,1892,1965,4,994,0,1378,994,1,432,Attchd,RFn,1985.0,2,0,11,TA,TA,TA,No,0,Npfireplace,6600,60.0,70,RM,2Story,287,107500
5,1022,OldTown,1910,2006,4,1022,247,1022,0,1,280,Detchd,Unf,1956.0,1,0,4,TA,TA,TA,No,0,Npfireplace,7200,60.0,30,RM,1Story,30,85000
7,1779,CollgCr,1998,1998,5,866,0,866,913,2,546,Attchd,RFn,1998.0,2,1,6,Gd,TA,Gd,Av,0,Npfireplace,10400,80.0,60,RL,2Story,36,197900
5,616,BrkSide,1921,1950,7,616,616,616,0,1,205,Detchd,Unf,1921.0,1,0,4,TA,TA,TA,No,0,Npfireplace,6000,50.0,30,RM,1Story,0,89000
5,1078,NAmes,1971,2008,6,1078,734,1078,0,2,500,Attchd,Fin,1971.0,1,1,6,TA,TA,TA,No,1,Fa,12537,73.0,20,RL,1Story,0,149900
4,1981,SWISU,1928,1950,3,1122,622,1328,653,2,576,Detchd,Unf,1981.0,2,0,7,Gd,TA,TA,No,2,TA,7804,65.0,50,RL,1.5Fin,44,135000
7,2256,Gilbert,2000,2000,5,952,300,980,1276,2,554,BuiltIn,Fin,2000.0,2,1,8,Gd,Gd,Gd,No,1,TA,8795,65.0,60,RL,2Story,54,236000
6,720,OldTown,1928,2003,8,624,0,720,0,2,484,Detchd,Unf,2005.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8520,60.0,30,RM,1Story,0,105900
6,1218,BrkSide,1941,1950,6,735,375,869,349,2,440,Detchd,Unf,2003.0,1,0,6,TA,TA,TA,No,1,Gd,6000,60.0,50,RM,1.5Fin,0,131000
6,1586,NWAmes,1979,1998,5,1362,0,1586,0,2,435,Attchd,Unf,1979.0,2,0,7,TA,TA,Gd,No,1,TA,17043,48.0,20,RL,1Story,0,181000
9,2234,StoneBr,2008,2009,5,2216,1904,2234,0,3,1166,Attchd,Fin,2009.0,2,0,9,Ex,Ex,Ex,No,1,Gd,17423,63.0,20,RL,1Story,60,501837
5,900,Sawyer,1967,1967,5,882,450,900,0,1,280,Detchd,Unf,1970.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9819,70.0,20,RL,1Story,0,122000
4,1363,OldTown,1910,1950,7,622,0,741,622,2,528,Detchd,Unf,1966.0,1,0,6,TA,TA,Fa,No,0,Npfireplace,7740,60.0,70,RM,2Story,0,125500
4,1056,SawyerW,1966,1966,4,1056,1056,1056,0,1,384,Detchd,Unf,1966.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8900,68.0,20,RH,1Story,42,107000
6,1003,Mitchel,1984,1984,6,1003,819,1003,0,2,588,Detchd,Unf,1984.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,7937,37.0,80,RL,SLvl,0,142500
6,2134,BrkSide,1916,1994,6,844,0,1445,689,2,441,Detchd,Unf,1930.0,2,0,10,Gd,TA,TA,No,0,Npfireplace,11888,51.0,75,RL,2.5Unf,60,214500
6,1355,IDOTRR,1914,2006,7,684,0,773,582,0,0,NoGarage,NoGarage,0.0,1,1,7,Gd,TA,TA,No,0,Npfireplace,6882,60.0,70,RM,2Story,0,127000
6,1489,SWISU,1940,1950,7,778,0,944,545,1,240,Detchd,Unf,1940.0,2,0,7,TA,TA,TA,No,1,Gd,9900,60.0,50,RL,1.5Fin,0,139500
6,1855,Veenker,1976,1994,7,528,0,1094,761,2,512,Attchd,RFn,1976.0,2,1,7,TA,Gd,TA,No,1,TA,9600,80.0,80,RL,SLvl,100,187000
8,1665,NWAmes,2001,2001,6,810,643,810,855,2,528,Attchd,Fin,2001.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,8400,70.0,60,RL,2Story,45,227000
7,1744,SawyerW,1993,2003,7,996,402,1014,730,2,457,Attchd,RFn,1993.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9453,68.0,60,RL,2Story,70,194500
3,1526,IDOTRR,1915,1982,2,1013,0,1013,0,0,0,NoGarage,NoGarage,0.0,1,0,6,Fa,Fa,TA,No,0,Npfireplace,8470,105.0,50,C (all),1.5Fin,0,85000
4,1382,Sawyer,1963,1979,5,1051,547,1382,0,2,459,Attchd,Unf,1974.0,1,1,6,TA,TA,TA,No,1,Po,11235,75.0,20,RL,1Story,82,148000
5,1308,Crawfor,1940,1950,7,728,428,976,332,1,256,Detchd,Unf,1940.0,1,1,7,TA,Gd,TA,No,2,TA,9600,130.0,50,RL,1.5Fin,70,160000
6,1478,NAmes,1957,1957,3,1478,189,1478,0,2,442,Attchd,RFn,1957.0,1,1,6,TA,TA,TA,No,2,Gd,8400,70.0,20,RL,1Story,0,156500
5,1056,NAmes,1954,2005,7,1056,480,1056,0,1,260,Attchd,Unf,1954.0,1,0,6,TA,TA,TA,No,0,Npfireplace,9250,80.0,20,RL,1Story,0,139400
6,1176,BrkSide,1937,2000,9,698,0,786,390,2,624,Detchd,Unf,1999.0,1,0,4,TA,Gd,TA,No,0,Npfireplace,6000,50.0,50,RM,1.5Fin,0,134900
6,1068,Sawyer,1963,2003,8,1059,663,1068,0,1,264,Attchd,RFn,1963.0,1,0,6,TA,TA,TA,No,0,Npfireplace,8414,70.0,20,RL,1Story,0,154500
7,1370,NWAmes,1976,1976,5,1090,0,1370,0,2,479,Attchd,RFn,1976.0,2,0,6,TA,TA,Gd,No,1,TA,10400,80.0,20,RL,1Story,0,152000
7,1923,NoRidge,1992,1992,5,750,674,1061,862,2,564,Attchd,RFn,1992.0,2,1,8,Gd,Gd,Gd,No,1,TA,10186,107.0,60,RL,2Story,39,190000
5,1716,SWISU,1912,2000,6,780,210,936,780,0,0,NoGarage,NoGarage,0.0,2,0,9,Fa,TA,TA,No,0,Npfireplace,5687,55.0,190,RL,2Story,184,135900
5,1416,Sawyer,1918,2007,7,816,0,1416,0,2,576,Attchd,Unf,2007.0,2,0,7,Gd,TA,TA,No,0,Npfireplace,25339,70.0,30,RL,1Story,0,112000
5,1250,Edwards,1918,1950,7,686,0,686,564,1,280,Detchd,Unf,1955.0,1,1,7,Fa,TA,TA,No,0,Npfireplace,8248,45.0,50,RL,1.5Fin,0,116000
9,2728,NridgHt,2005,2006,5,1848,1410,1848,880,3,706,Attchd,Fin,2006.0,2,1,10,Ex,Ex,Ex,No,2,Ex,20431,56.0,60,RL,2Story,0,437154
8,2169,CollgCr,2002,2002,5,1284,0,1284,885,2,647,Attchd,RFn,2002.0,2,1,7,Gd,Gd,Gd,No,1,Gd,9375,69.0,60,RL,2Story,87,228500
6,790,SWISU,1930,1950,5,768,384,790,0,1,160,Detchd,Unf,1925.0,1,0,4,TA,TA,Gd,Mn,0,Npfireplace,6292,52.0,30,RL,1Story,141,91000
7,1502,Crawfor,1931,2000,6,776,0,851,651,1,270,Attchd,RFn,1931.0,1,1,6,TA,TA,Gd,No,1,Gd,7200,60.0,70,RL,2Story,0,149000
7,2021,Gilbert,2006,2006,5,868,0,887,1134,2,422,BuiltIn,RFn,2006.0,2,1,9,Gd,Gd,Ex,No,1,Gd,23257,168.0,60,RL,2Story,100,274725
5,1203,BrkSide,1950,1950,4,709,185,979,224,1,352,Detchd,Unf,1950.0,1,0,5,Gd,TA,TA,No,1,TA,7015,51.0,50,RL,1.5Fin,0,110000
6,1258,Edwards,1939,1950,5,560,204,698,560,1,280,Detchd,Unf,1939.0,1,0,6,TA,TA,TA,Mn,0,Npfireplace,9060,60.0,50,RL,1.5Fin,0,105000
6,1638,Gilbert,1998,1998,5,943,828,943,695,2,472,Attchd,Fin,1998.0,2,1,7,TA,TA,Gd,Gd,2,TA,9042,59.0,60,RL,2Story,38,192000
5,990,CollgCr,1994,1994,5,990,495,990,0,1,299,Attchd,Unf,1996.0,1,0,5,TA,TA,Gd,No,0,Npfireplace,8775,65.0,20,RL,1Story,64,126000
8,1970,NridgHt,2006,2006,5,1085,0,1120,850,3,753,BuiltIn,Fin,2006.0,2,1,8,Ex,Gd,Gd,Mn,1,Gd,11065,86.0,60,RL,2Story,74,281000
5,1582,ClearCr,1964,1964,5,1624,812,1582,0,2,390,Attchd,Unf,1964.0,2,0,7,TA,TA,TA,Av,0,Npfireplace,36500,80.0,20,RL,1Story,198,190000
7,1865,CollgCr,2000,2000,5,992,735,992,873,3,839,Attchd,RFn,2000.0,2,1,7,Gd,Gd,Gd,No,1,TA,10316,69.0,60,RL,2Story,184,235000
5,1192,IDOTRR,1920,1950,5,596,0,596,596,1,189,Detchd,Unf,1920.0,1,0,6,TA,TA,TA,Mn,0,Npfireplace,6402,60.0,70,RM,2Story,0,78000
7,1472,NWAmes,1980,1980,5,1372,1036,1472,0,2,588,Attchd,Unf,1980.0,2,0,6,TA,TA,Gd,Av,2,TA,14115,80.0,80,RL,SLvl,48,187500
6,1012,IDOTRR,1920,1950,5,1012,0,1012,0,1,308,Detchd,Unf,1920.0,1,0,6,TA,TA,TA,No,1,Gd,8263,59.0,30,RM,1Story,22,118400
7,1509,Gilbert,2003,2003,5,783,0,807,702,2,393,Attchd,Fin,2003.0,2,1,8,Gd,Gd,Gd,No,1,Gd,7875,63.0,60,RL,2Story,75,180000
5,912,Sawyer,1962,1962,6,912,737,912,0,1,352,Detchd,Unf,1962.0,1,0,4,TA,TA,TA,No,0,Npfireplace,12968,70.0,20,RL,1Story,0,144000
6,1656,NAmes,1960,1960,5,1080,639,1656,0,2,528,Attchd,Fin,1960.0,1,0,7,TA,TA,TA,Gd,2,Gd,31770,141.0,20,RL,1Story,62,215000
8,2574,CollgCr,2007,2007,5,1482,0,1482,1092,3,868,BuiltIn,Fin,2007.0,2,1,10,Ex,Gd,Ex,No,1,Gd,9588,69.0,60,RL,2Story,148,276000
5,912,NAmes,1958,1958,5,912,456,912,0,1,275,Attchd,RFn,1958.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10150,70.0,20,RL,1Story,0,114500
6,1442,NAmes,1958,1958,6,1442,608,1442,0,1,301,Attchd,RFn,1958.0,1,1,7,TA,TA,TA,No,0,Npfireplace,9750,75.0,20,RL,1Story,0,157900
5,1121,Sawyer,1963,1963,6,1121,651,1121,0,2,480,Detchd,Unf,1963.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8816,80.0,20,RL,1Story,80,139000
8,1852,CollgCr,1999,2000,5,1004,668,1004,848,3,660,Attchd,Fin,1999.0,2,1,7,Gd,Gd,Gd,Mn,2,TA,9066,73.0,60,RL,2Story,106,230000
10,2775,OldTown,1893,2000,9,1237,0,1521,1254,2,880,Detchd,Unf,1988.0,3,1,9,Gd,Ex,TA,No,1,Gd,13500,75.0,75,RM,2.5Unf,502,325000
6,1381,NWAmes,1972,2006,7,1161,982,1381,0,2,676,Attchd,RFn,1972.0,1,1,5,Gd,TA,TA,No,1,TA,9360,78.0,20,RL,1Story,0,197500
3,1040,NAmes,1950,1950,4,0,0,1040,0,2,400,Detchd,Unf,1949.0,2,0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,8544,60.0,90,RL,1Story,0,93500
6,1764,CollgCr,1997,1997,5,928,821,928,836,2,470,Attchd,RFn,1997.0,2,1,7,Gd,TA,Gd,No,0,Npfireplace,15426,65.0,60,RL,2Story,99,231500
5,1920,NAmes,1948,1950,5,928,220,928,992,2,400,Detchd,Unf,1948.0,2,0,10,TA,TA,TA,No,0,Npfireplace,11345,95.0,90,RL,2Story,0,137000
5,804,OldTown,1940,1992,7,788,510,804,0,1,240,Attchd,Unf,1940.0,1,0,4,Gd,TA,TA,No,2,Gd,7200,60.0,30,RM,1Story,0,119000
10,2392,NridgHt,2003,2003,5,2392,56,2392,0,3,968,Attchd,Fin,2003.0,2,0,8,Ex,Ex,Ex,Gd,1,Ex,13472,103.0,20,RL,1Story,105,386250
6,1603,SawyerW,1992,1992,5,761,387,810,793,2,484,Attchd,RFn,1992.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,7153,65.0,60,RL,2Story,124,175900
5,1276,Edwards,1958,1958,3,1276,0,1276,0,1,350,Attchd,Unf,1958.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9571,68.0,20,RL,1Story,0,60000
8,1719,Veenker,1993,1993,5,1719,1619,1719,0,2,473,Attchd,Fin,1993.0,1,1,6,Gd,Gd,Gd,Gd,2,Gd,10846,32.0,120,RL,1Story,30,324000
5,1336,Crawfor,1953,1953,5,1165,841,1336,0,1,375,Attchd,Unf,1953.0,1,0,5,TA,TA,TA,Mn,2,Gd,15750,90.0,190,RL,1Story,0,157000
6,987,BrDale,1973,1973,5,483,330,483,504,1,264,Detchd,Unf,1973.0,1,1,5,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,100000
8,2520,NoRidge,1993,1993,7,1338,1012,1352,1168,3,796,Attchd,RFn,1993.0,2,1,10,Gd,Gd,Gd,No,1,TA,14541,91.0,60,RL,2Story,55,310000
2,800,BrkSide,1936,1950,3,264,0,800,0,0,0,NoGarage,NoGarage,0.0,1,0,4,Fa,Fa,TA,No,1,Po,6120,51.0,30,RM,1Story,0,60000
7,1920,NWAmes,1968,1992,6,570,0,1222,698,2,487,Attchd,RFn,1968.0,3,0,8,Gd,TA,TA,No,1,TA,10192,102.0,80,RL,SLvl,98,170000
5,2240,SawyerW,1979,1979,5,0,0,1120,1120,2,528,Detchd,Unf,1979.0,2,0,12,TA,TA,NoBasement,NoBasement,0,Npfireplace,7018,64.0,90,RL,2Story,0,142953
7,1690,OldTown,1916,1950,6,815,0,815,875,1,225,Detchd,Unf,1916.0,1,0,7,TA,TA,TA,No,1,Gd,8850,65.0,75,RM,2.5Unf,0,144000
6,1322,NPkVill,1974,1974,5,855,257,855,467,2,440,Attchd,Unf,1974.0,2,1,6,TA,TA,TA,No,1,Fa,2308,24.0,160,RL,2Story,0,147000
7,1776,CollgCr,2002,2002,5,936,0,936,840,2,474,Attchd,RFn,2002.0,2,1,7,Gd,Gd,Gd,NoBasement,1,TA,14006,65.0,60,RL,2Story,96,192500
7,1717,Crawfor,1915,1970,5,756,216,961,756,3,642,Detchd,Unf,1998.0,1,0,7,Gd,TA,TA,No,1,Gd,9550,60.0,70,RL,2Story,35,140000
7,1456,Gilbert,2007,2007,5,728,0,728,728,2,400,Attchd,Fin,2007.0,2,1,8,Gd,Gd,Gd,Av,1,Gd,9018,65.0,60,RL,2Story,24,179540
8,1634,NridgHt,2006,2006,5,1626,0,1634,0,3,866,Attchd,RFn,2006.0,2,0,7,Gd,Gd,Gd,No,1,Gd,11428,98.0,20,RL,1Story,44,250000
7,2730,SawyerW,1986,1987,5,1502,28,1553,1177,2,576,Attchd,Fin,1987.0,2,1,8,Gd,Gd,TA,Gd,1,TA,10380,86.0,60,RL,2Story,96,301000
5,1362,Mitchel,1993,1995,5,796,732,796,566,2,480,Attchd,Unf,1993.0,1,1,5,TA,TA,Gd,No,0,Npfireplace,14115,85.0,50,RL,1.5Fin,30,143000
5,2200,Edwards,1900,2003,7,1272,1084,1272,928,0,0,NoGarage,NoGarage,0.0,2,2,9,TA,TA,TA,No,0,Npfireplace,8777,67.0,90,RL,1.5Fin,70,145900
7,1656,Edwards,2003,2004,5,746,0,760,896,2,397,BuiltIn,Fin,2003.0,2,1,7,Gd,Gd,Gd,No,1,Gd,6931,60.0,60,RL,2Story,128,165400
3,729,BrkSide,1935,2003,6,270,0,729,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,Gd,TA,No,0,Npfireplace,4130,56.0,30,RL,1Story,0,52000
4,1152,Edwards,1955,1955,5,0,0,1152,0,0,0,NoGarage,NoGarage,0.0,2,0,6,Fa,TA,NoBasement,NoBasement,0,Npfireplace,6040,65.0,90,RL,1Story,0,82000
7,1496,Gilbert,2006,2006,5,654,554,664,832,2,426,Attchd,RFn,2006.0,2,1,7,Gd,Gd,Gd,Av,1,Gd,17104,58.0,60,RL,2Story,24,179665
6,1217,SawyerW,1980,1980,6,626,0,626,591,1,288,Attchd,RFn,1980.0,1,1,6,TA,TA,Gd,No,1,TA,10762,75.0,160,RL,2Story,28,120000
5,1214,NAmes,1967,1967,5,1214,695,1214,0,1,318,Attchd,RFn,1967.0,2,0,5,TA,TA,TA,No,1,Fa,10355,73.0,20,RL,1Story,111,143000
5,796,Edwards,1910,1950,7,796,0,796,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,Fa,No,0,Npfireplace,8777,67.0,30,RL,1Story,0,85000
7,1889,OldTown,1910,1950,4,925,0,964,925,1,308,Detchd,Unf,1960.0,1,1,9,TA,Fa,TA,No,1,Gd,10120,60.0,190,RM,2.5Unf,0,122000
7,1660,CollgCr,2002,2002,5,831,0,831,829,2,493,Attchd,RFn,2002.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,8935,68.0,60,RL,2Story,68,195000
6,1306,NridgHt,2005,2005,5,1306,900,1306,0,2,624,Attchd,RFn,2005.0,2,0,5,Gd,Gd,Gd,Av,1,Gd,5381,34.0,120,RL,1Story,63,196000
8,1588,Somerst,2006,2006,5,1588,0,1588,0,3,825,Attchd,RFn,2006.0,2,0,7,Gd,Gd,Gd,Av,1,Gd,10000,85.0,20,RL,1Story,45,227000
7,1601,NWAmes,1978,1978,5,1271,704,1601,0,2,478,Attchd,RFn,1978.0,2,0,7,TA,TA,Gd,No,1,TA,11880,82.0,20,RL,1Story,0,157000
7,2640,OldTown,1880,2003,7,1240,0,1320,1320,4,864,Detchd,Unf,1950.0,1,1,8,Gd,Gd,TA,No,1,Gd,11700,65.0,70,RM,2Story,0,265979
8,3238,NoRidge,1995,1996,5,2033,816,2053,1185,3,666,Attchd,Fin,1996.0,2,1,9,Gd,Gd,Gd,Av,1,Ex,14720,56.0,50,RL,1.5Fin,86,410000
8,2466,Somerst,2004,2005,5,1580,0,1580,886,2,610,Attchd,RFn,2004.0,3,0,8,Gd,Gd,Gd,No,1,Gd,11143,102.0,60,FV,2Story,214,340000
7,1432,Gilbert,2004,2005,5,716,425,716,716,2,432,Attchd,Fin,2004.0,2,1,6,Gd,Gd,Gd,No,1,Gd,7795,71.0,60,RL,2Story,51,188500
7,1258,Blmngtn,2006,2007,5,1258,0,1258,0,3,648,Attchd,Fin,2007.0,2,0,6,Gd,Gd,Ex,Av,1,Gd,3922,53.0,120,RL,1Story,16,172500
9,2596,NridgHt,2006,2006,5,1249,0,1249,1347,3,840,Attchd,RFn,2006.0,3,1,9,Gd,TA,Ex,Av,0,Npfireplace,16259,111.0,60,RL,2Story,154,342643
7,1547,Somerst,2009,2009,5,756,24,764,783,2,614,Attchd,Unf,2009.0,2,1,7,Gd,TA,Gd,Mn,0,Npfireplace,8640,72.0,60,FV,2Story,45,215200
